text,label,label_id,source,sst_score
It 's a worse sign when you begin to envy her condition .,neutral,1,sst,0.44444
"If the movie were all comedy , it might work better .",neutral,1,sst,0.52778
"As elegantly crafted as it often is , Anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .",negative,0,sst,0.16667
"Distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register .",negative,0,sst,0.16667
"A witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking .",neutral,1,sst,0.51389
"... a great , participatory spectator sport . '",positive,2,sst,0.69444
"A low-budget affair , Tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .",negative,0,sst,0.19444
We 've liked Klein 's other work but Rollerball left us cold .,negative,0,sst,0.125
One scene after another in this supposedly funny movie falls to the floor with a sickening thud .,negative,0,sst,0.20833
"The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",neutral,1,sst,0.58333
"An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .",positive,2,sst,0.80556
... could easily be called the best Korean film of 2002 .,positive,2,sst,0.95833
A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse .,negative,0,sst,0.23611
"If Festival in Cannes nails hard - boiled Hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing .",negative,0,sst,0.33333
"Preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment .",positive,2,sst,0.91667
If you dig on David Mamet 's mind tricks ... rent this movie and enjoy !,positive,2,sst,0.84722
"A hip ride into hyper-time , Clockstoppers is a lively and enjoyable adventure for all ages at any time .",positive,2,sst,0.90278
"At just over an hour , Home Movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face .",positive,2,sst,0.875
"A violent initiation rite for the audience , as much as it is for Angelique , the -LRB- opening -RRB- dance guarantees Karmen 's enthronement among the cinema 's memorable women .",neutral,1,sst,0.48611
"In the spirit of the season , I assign one bright shining star to Roberto Benigni 's Pinocchio -- but I guarantee that no wise men will be following after it .",negative,0,sst,0.34722
"The Emperor 's Club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality .",positive,2,sst,0.83333
"` Film aficionados can not help but love Cinema Paradiso , whether the original version or new Director 's Cut . '",positive,2,sst,0.77778
Bullock does a good job here of working against her natural likability .,positive,2,sst,0.69444
It 's a buggy drag .,negative,0,sst,0.31944
... a mostly boring affair with a confusing sudden finale that 's likely to irk viewers .,neutral,1,sst,0.40278
Murphy and Wilson actually make a pretty good team ... but the project surrounding them is distressingly rote .,negative,0,sst,0.33333
... comes alive only when it switches gears to the sentimental .,negative,0,sst,0.34722
... what a banal bore the preachy Circuit turns out to be,negative,0,sst,0.16667
Amazingly dopey .,positive,2,sst,0.61111
A wretched movie that reduces the Second World War to one man 's quest to find an old flame .,negative,0,sst,0.20833
Ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled .,neutral,1,sst,0.51389
"At times THE GUYS taps into some powerful emotions , but this kind of material is more effective on stage .",neutral,1,sst,0.51389
Too silly to take seriously .,negative,0,sst,0.22222
An engrossing and grim portrait of hookers : what they think of themselves and their clients .,positive,2,sst,0.80556
"A grim , flat and boring werewolf movie that refuses to develop an energy level .",negative,0,sst,0.20833
"If I want music , I 'll buy the soundtrack .",negative,0,sst,0.27778
And adults will at least have a dream image of the West to savor whenever the film 's lamer instincts are in the saddle .,negative,0,sst,0.38889
There 's nothing more satisfying during a summer of event movies than a spy thriller like The Bourne Identity that 's packed with just as much intelligence as action .,positive,2,sst,0.79167
A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,positive,2,sst,0.83333
"While the humor is recognizably Plympton , he has actually bothered to construct a real story this time .",positive,2,sst,0.72222
"Reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and Ryoko Hirosue makes us wonder if she is always like that .",neutral,1,sst,0.41667
You leave feeling like you 've endured a long workout without your pulse ever racing .,negative,0,sst,0.26389
There 's already been too many of these films ...,negative,0,sst,0.125
"Writer-director David Jacobson and his star , Jeremy Renner , have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted .",positive,2,sst,0.88889
Director Clare Kilner 's debut is never as daft as it should have been .,neutral,1,sst,0.47222
Full of surprises .,positive,2,sst,0.73611
We 've already seen the prequel to The Silence of the Lambs and Hannibal -- and it was better the first time .,neutral,1,sst,0.51389
"I 've never seen or heard anything quite like this film , and I recommend it for its originality alone .",positive,2,sst,0.81944
Prepare to marvel again .,positive,2,sst,0.77778
"Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",positive,2,sst,1.0
The Pianist is the film Roman Polanski may have been born to make .,positive,2,sst,0.75
"The trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .",negative,0,sst,0.29167
can see where this dumbed-down concoction is going .,negative,0,sst,0.20833
"An affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer 's previous collaboration , Miss Congeniality .",negative,0,sst,0.33333
An unflinching look at the world 's dispossessed .,neutral,1,sst,0.56944
An affectionately goofy satire that 's unafraid to throw elbows when necessary ...,positive,2,sst,0.79167
"If Welles was unhappy at the prospect of the human race splitting in two , he probably would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way .",negative,0,sst,0.25
A film about female friendship that men can embrace and women will talk about for hours .,positive,2,sst,0.88889
"If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids .",positive,2,sst,0.65278
"Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .",negative,0,sst,0.18056
Kaufman creates an eerie sense of not only being there at the time of these events but the very night Matthew was killed .,positive,2,sst,0.66667
"Sadly , ` Garth ' has n't progressed as nicely as ` Wayne . '",negative,0,sst,0.31944
When the heroes were actually under 40 ?,neutral,1,sst,0.48611
"Schepisi , aided by a cast that seems to include every top-notch British actor who did not appear in Gosford Park -LRB- as well as one , Ms. Mirren , who did -RRB- , has succeeded beyond all expectation .",positive,2,sst,0.86111
Statham employs an accent that I think is supposed to be an attempt at hardass American but sometimes just lapses into unhidden British .,negative,0,sst,0.33333
